"","AGE","MARSTAT","CLASS","SEX","HHINCOME","RACE","RELIGION","HAPPY"
"3114","65plus","WIDOWED","Upper salariat","Men",8,"white",0,26
"3115","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",6,"white",0,24
"3116","Under30","SINGLE","Lower salariat","Women",8,"Nonwhite",1,21
"3117","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,27
"3118","30to64","MARRIED","Manual labour","Men",9,"white",0,28
"3119","30to64","MARRIED","Manual labour","Men",7,"white",0,24
"3120","65plus","WIDOWED","Manual labour","Women",3,"white",0,23
"3121","30to64","SINGLE","Routine nonmanual","Women",6,"white",0,20
"3122","Under30","SINGLE","Upper salariat","Men",6,"white",0,23
"3123","30to64","MARRIED","Manual labour","Men",7,"white",0,28
"3124","30to64","MARRIED","Self employed","Women",10,"white",0,22
"3125","Under30","SINGLE","Manual labour","Men",7,"white",0,25
"3126","65plus","MARRIED","Routine nonmanual","Women",5,"white",0,24
"3127","30to64","MARRIED","Lower salariat","Women",10,"white",0,27
"3128","30to64","MARRIED","Manual labour","Men",7,"white",0,26
"3129","30to64","MARRIED","Manual labour","Men",8,"white",0,25
"3130","30to64","MARRIED","Lower salariat","Men",9,"white",0,26
"3131","65plus","WIDOWED","Routine nonmanual","Women",3,"white",0,22
"3132","30to64","MARRIED","Lower salariat","Men",10,"white",0,28
"3133","30to64","MARRIED","Manual labour","Women",5,"white",0,22
"3134","30to64","MARRIED","Lower salariat","Men",9,"white",0,25
"3135","30to64","MARRIED","Manual labour","Women",6,"white",0,28
"3136","30to64","MARRIED","Lower salariat","Women",7,"white",0,27
"3137","30to64","MARRIED","Manual labour","Men",7,"white",0,26
"3138","Under30","MARRIED","Manual labour","Women",8,"white",0,23
"3139","30to64","MARRIED","Manual labour","Women",4,"white",0,25
"3140","30to64","SINGLE","Manual labour","Men",6,"white",0,29
"3141","30to64","MARRIED","Lower salariat","Men",8,"white",0,21
"3142","30to64","MARRIED","Lower salariat","Women",10,"white",0,24
"3143","30to64","MARRIED","Upper salariat","Men",8,"white",0,25
"3144","30to64","MARRIED","Lower salariat","Women",9,"white",0,25
"3145","65plus","MARRIED","Manual labour","Men",3,"white",0,26
"3146","30to64","MARRIED","Manual labour","Men",10,"white",0,24
"3147","Under30","MARRIED","Lower salariat","Women",8,"white",0,27
"3148","65plus","MARRIED","Manual labour","Men",4,"white",0,24
"3149","65plus","MARRIED","Manual labour","Men",5,"white",0,23
"3150","65plus","MARRIED","Manual labour","Men",4,"white",0,23
"3151","Under30","MARRIED","Lower salariat","Women",8,"white",0,19
"3152","Under30","SINGLE","Manual labour","Men",7,"white",0,16
"3153","30to64","WIDOWED","Manual labour","Women",5,"white",0,24
"3154","30to64","SINGLE","Self employed","Women",6,"white",0,20
"3155","30to64","SINGLE","Upper salariat","Women",4,"white",0,30
"3156","65plus","MARRIED","Self employed","Men",5,"white",0,21
"3157","30to64","MARRIED","Upper salariat","Men",10,"white",0,20
"3158","30to64","MARRIED","Lower salariat","Women",8,"white",0,22
"3159","65plus","SINGLE","Manual labour","Men",3,"white",0,27
"3160","30to64","MARRIED","Routine nonmanual","Women",6,"white",0,27
"3161","30to64","MARRIED","Manual labour","Men",8,"white",0,22
"3162","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",6,"white",0,24
"3163","Under30","SINGLE","Lower salariat","Men",4,"white",1,22
"3164","30to64","MARRIED","Lower salariat","Men",9,"white",1,26
"3165","30to64","MARRIED","Lower salariat","Men",6,"white",1,24
"3166","Under30","MARRIED","Lower salariat","Women",10,"white",0,27
"3167","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",6,"white",0,22
"3168","30to64","MARRIED","Self employed","Men",8,"white",1,24
"3169","30to64","MARRIED","Manual labour","Men",9,"white",1,26
"3170","30to64","MARRIED","Manual labour","Women",6,"white",0,18
"3171","30to64","MARRIED","Manual labour","Women",8,"white",0,29
"3172","Under30","MARRIED","Manual labour","Men",9,"white",0,26
"3173","30to64","MARRIED","Routine nonmanual","Women",9,"white",0,23
"3174","30to64","MARRIED","Manual labour","Men",9,"white",0,23
"3175","30to64","MARRIED","Lower salariat","Women",5,"white",0,27
"3176","Under30","MARRIED","Routine nonmanual","Women",6,"white",0,25
"3177","30to64","MARRIED","Manual labour","Women",6,"white",0,25
"3178","65plus","MARRIED","Routine nonmanual","Women",10,"white",0,27
"3179","30to64","SINGLE","Lower salariat","Men",7,"white",0,21
"3180","30to64","MARRIED","Manual labour","Men",10,"white",0,30
"3181","65plus","MARRIED","Manual labour","Men",6,"white",0,24
"3182","65plus","MARRIED","Routine nonmanual","Women",8,"white",0,25
"3183","65plus","MARRIED","Manual labour","Men",6,"white",0,25
"3184","30to64","SEPARATED OR DIVORCED","Lower salariat","Men",8,"white",1,24
"3185","30to64","MARRIED","Routine nonmanual","Women",9,"white",0,28
"3186","Under30","SINGLE","Manual labour","Men",7,"white",0,25
"3187","65plus","MARRIED","Self employed","Men",7,"white",0,25
"3188","30to64","MARRIED","Lower salariat","Women",8,"white",0,30
"3189","Under30","MARRIED","Lower salariat","Women",8,"white",0,27
"3190","30to64","MARRIED","Manual labour","Men",8,"white",0,24
"3191","30to64","MARRIED","Lower salariat","Women",9,"white",0,26
"3192","Under30","MARRIED","Manual labour","Men",7,"white",1,21
"3193","30to64","MARRIED","Manual labour","Men",5,"white",0,20
"3194","30to64","MARRIED","Lower salariat","Women",10,"white",0,23
"3195","30to64","MARRIED","Manual labour","Women",6,"white",0,17
"3196","Under30","MARRIED","Manual labour","Men",7,"white",0,23
"3197","30to64","MARRIED","Manual labour","Men",9,"white",0,22
"3198","65plus","WIDOWED","Upper salariat","Men",6,"white",0,25
"3199","30to64","SEPARATED OR DIVORCED","Manual labour","Men",5,"white",0,22
"3200","30to64","MARRIED","Manual labour","Women",5,"white",1,27
"3201","30to64","MARRIED","Routine nonmanual","Women",10,"white",0,26
"3202","Under30","SINGLE","Manual labour","Men",8,"white",0,25
"3203","30to64","MARRIED","Manual labour","Men",5,"white",0,29
"3204","30to64","MARRIED","Manual labour","Men",8,"white",0,24
"3205","Under30","MARRIED","Upper salariat","Women",9,"white",0,24
"3206","30to64","MARRIED","Lower salariat","Women",9,"white",0,23
"3207","30to64","MARRIED","Manual labour","Women",8,"white",0,26
"3208","Under30","SINGLE","Lower salariat","Men",8,"white",0,22
"3209","30to64","MARRIED","Upper salariat","Men",5,"white",0,26
"3210","30to64","MARRIED","Self employed","Men",10,"white",0,26
"3211","30to64","SEPARATED OR DIVORCED","Manual labour","Men",8,"white",0,24
"3212","Under30","SINGLE","Manual labour","Women",5,"white",0,23
"3213","30to64","SINGLE","Routine nonmanual","Men",10,"white",0,24
"3214","30to64","MARRIED","Upper salariat","Men",10,"white",0,27
"3215","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,29
"3216","30to64","MARRIED","Manual labour","Men",9,"white",1,30
"3217","30to64","MARRIED","Lower salariat","Men",10,"white",1,26
"3218","65plus","MARRIED","Lower salariat","Women",6,"white",0,24
"3219","Under30","MARRIED","Manual labour","Men",8,"white",0,25
"3220","65plus","WIDOWED","Manual labour","Men",4,"white",0,22
"3221","Under30","SINGLE","Manual labour","Men",7,"white",0,27
"3222","30to64","MARRIED","Manual labour","Men",10,"white",0,26
"3223","Under30","SINGLE","Manual labour","Men",8,"white",0,23
"3224","30to64","MARRIED","Manual labour","Men",9,"white",0,27
"3225","Under30","SINGLE","Lower salariat","Women",8,"white",0,25
"3226","30to64","MARRIED","Lower salariat","Women",8,"white",0,23
"3227","30to64","WIDOWED","Lower salariat","Women",4,"white",0,24
"3228","30to64","MARRIED","Manual labour","Men",9,"white",0,25
"3229","30to64","WIDOWED","Lower salariat","Women",7,"white",0,24
"3230","Under30","MARRIED","Manual labour","Men",8,"white",0,26
"3231","Under30","MARRIED","Lower salariat","Women",8,"white",0,25
"3232","Under30","MARRIED","Upper salariat","Women",8,"white",0,24
"3233","30to64","SINGLE","Lower salariat","Women",10,"white",0,22
"3234","Under30","MARRIED","Upper salariat","Women",9,"white",0,23
"3235","30to64","SEPARATED OR DIVORCED","Manual labour","Women",5,"white",1,17
"3236","65plus","MARRIED","Lower salariat","Women",8,"white",0,29
"3237","30to64","MARRIED","Manual labour","Men",10,"white",0,22
"3238","Under30","SINGLE","Manual labour","Men",9,"white",0,24
"3239","65plus","MARRIED","Upper salariat","Men",10,"white",0,25
"3240","30to64","MARRIED","Lower salariat","Men",10,"Nonwhite",1,26
"3241","30to64","SINGLE","Manual labour","Men",6,"white",0,23
"3242","30to64","SEPARATED OR DIVORCED","Manual labour","Men",3,"white",0,17
"3243","30to64","MARRIED","Manual labour","Men",7,"white",0,25
"3244","30to64","MARRIED","Manual labour","Women",7,"white",0,25
"3245","30to64","MARRIED","Manual labour","Men",8,"white",0,26
"3246","Under30","SINGLE","Manual labour","Men",9,"white",0,29
"3247","30to64","SINGLE","Manual labour","Men",4,"white",0,11
"3248","Under30","SINGLE","Manual labour","Men",8,"white",0,20
"3249","30to64","MARRIED","Upper salariat","Men",8,"white",0,25
"3250","30to64","MARRIED","Manual labour","Men",6,"white",0,25
"3251","65plus","MARRIED","Routine nonmanual","Women",10,"white",0,28
"3252","30to64","SINGLE","Lower salariat","Women",8,"white",0,26
"3253","30to64","MARRIED","Lower salariat","Women",9,"white",0,28
"3254","30to64","MARRIED","Manual labour","Women",9,"white",0,24
"3255","65plus","SEPARATED OR DIVORCED","Manual labour","Men",4,"white",0,26
"3256","30to64","SINGLE","Routine nonmanual","Women",8,"white",0,25
"3257","30to64","MARRIED","Manual labour","Men",8,"white",0,26
"3258","30to64","MARRIED","Manual labour","Men",8,"white",0,25
"3259","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,25
"3260","30to64","MARRIED","Lower salariat","Men",8,"white",0,30
"3261","30to64","MARRIED","Manual labour","Women",6,"white",0,21
"3262","30to64","MARRIED","Routine nonmanual","Women",4,"white",0,28
"3263","30to64","MARRIED","Manual labour","Men",7,"white",1,18
"3264","Under30","MARRIED","Lower salariat","Women",7,"white",1,25
"3265","65plus","WIDOWED","Routine nonmanual","Women",4,"white",0,28
"3266","65plus","MARRIED","Manual labour","Men",5,"white",0,29
"3267","30to64","SEPARATED OR DIVORCED","Manual labour","Men",6,"white",0,26
"3268","30to64","SEPARATED OR DIVORCED","Manual labour","Women",5,"white",1,27
"3269","30to64","MARRIED","Lower salariat","Women",8,"white",0,29
"3270","30to64","MARRIED","Manual labour","Men",8,"white",0,26
"3271","30to64","MARRIED","Manual labour","Men",8,"white",1,26
"3272","30to64","MARRIED","Upper salariat","Men",8,"white",0,26
"3273","30to64","MARRIED","Routine nonmanual","Women",9,"white",1,30
"3274","30to64","MARRIED","Upper salariat","Women",10,"white",1,28
"3275","30to64","MARRIED","Upper salariat","Women",8,"white",1,26
"3276","30to64","SEPARATED OR DIVORCED","Upper salariat","Men",8,"white",0,24
"3277","65plus","MARRIED","Lower salariat","Men",6,"white",0,27
"3278","65plus","WIDOWED","Upper salariat","Women",6,"white",0,26
"3279","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",8,"white",1,24
"3280","30to64","MARRIED","Lower salariat","Women",7,"Nonwhite",1,24
"3281","30to64","MARRIED","Self employed","Men",10,"white",0,26
"3282","30to64","SINGLE","Manual labour","Men",7,"white",0,24
"3283","30to64","SINGLE","Upper salariat","Men",7,"white",0,23
"3284","Under30","MARRIED","Routine nonmanual","Women",8,"white",0,25
"3285","Under30","SINGLE","Upper salariat","Women",10,"white",0,30
"3286","Under30","MARRIED","Routine nonmanual","Women",9,"white",0,22
"3287","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",7,"white",0,26
"3288","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",4,"white",0,24
"3289","30to64","MARRIED","Lower salariat","Women",8,"white",1,22
"3290","30to64","SINGLE","Lower salariat","Men",6,"white",1,24
"3291","30to64","SINGLE","Lower salariat","Men",10,"white",0,28
"3292","30to64","MARRIED","Manual labour","Men",9,"white",1,24
"3293","30to64","MARRIED","Lower salariat","Men",8,"white",0,23
"3294","65plus","MARRIED","Lower salariat","Women",6,"white",0,25
"3295","30to64","MARRIED","Routine nonmanual","Women",7,"white",0,24
"3296","30to64","SEPARATED OR DIVORCED","Manual labour","Men",7,"white",1,21
"3297","30to64","MARRIED","Manual labour","Men",8,"white",0,24
"3298","30to64","SEPARATED OR DIVORCED","Manual labour","Men",7,"white",1,21
"3299","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,29
"3300","30to64","MARRIED","Upper salariat","Men",9,"white",0,26
"3301","30to64","MARRIED","Lower salariat","Women",10,"white",0,28
"3302","65plus","MARRIED","Manual labour","Women",5,"white",0,19
"3303","30to64","MARRIED","Manual labour","Men",8,"white",0,26
"3304","Under30","MARRIED","Manual labour","Men",5,"white",1,17
"3305","65plus","WIDOWED","Routine nonmanual","Women",4,"white",0,21
"3306","65plus","WIDOWED","Manual labour","Women",4,"white",0,20
"3307","30to64","MARRIED","Lower salariat","Men",9,"white",0,20
"3308","Under30","SINGLE","Manual labour","Women",8,"white",0,26
"3309","30to64","MARRIED","Routine nonmanual","Women",4,"white",0,24
"3310","65plus","WIDOWED","Routine nonmanual","Women",4,"white",0,24
"3311","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",3,"white",0,23
"3312","30to64","MARRIED","Routine nonmanual","Women",9,"white",0,26
"3313","65plus","SEPARATED OR DIVORCED","Manual labour","Men",4,"white",1,22
"3314","30to64","SEPARATED OR DIVORCED","Manual labour","Men",10,"white",0,27
"3315","Under30","SINGLE","Routine nonmanual","Men",10,"white",0,25
"3316","30to64","MARRIED","Upper salariat","Women",8,"white",0,24
"3317","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",7,"white",0,24
"3318","30to64","MARRIED","Manual labour","Men",8,"white",0,28
"3319","65plus","SEPARATED OR DIVORCED","Manual labour","Men",4,"white",0,23
"3320","30to64","MARRIED","Upper salariat","Men",10,"white",0,22
"3321","Under30","MARRIED","Manual labour","Men",6,"white",0,27
"3322","Under30","SINGLE","Upper salariat","Women",8,"white",0,24
"3323","30to64","MARRIED","Lower salariat","Men",5,"white",0,24
"3324","30to64","MARRIED","Routine nonmanual","Women",6,"white",0,28
"3325","30to64","MARRIED","Self employed","Men",8,"white",0,25
"3326","65plus","SINGLE","Manual labour","Men",7,"white",0,22
"3327","65plus","MARRIED","Manual labour","Women",4,"white",0,24
"3328","30to64","MARRIED","Lower salariat","Women",8,"white",0,26
"3329","30to64","MARRIED","Manual labour","Men",5,"white",0,24
"3330","Under30","MARRIED","Routine nonmanual","Women",5,"white",0,19
"3331","Under30","SINGLE","Lower salariat","Women",8,"white",0,25
"3332","Under30","SINGLE","Lower salariat","Men",4,"white",0,24
"3333","30to64","SINGLE","Lower salariat","Women",7,"white",0,24
"3334","30to64","WIDOWED","Manual labour","Women",7,"white",0,28
"3335","Under30","MARRIED","Lower salariat","Women",6,"white",0,25
"3336","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",7,"white",0,23
"3337","30to64","MARRIED","Manual labour","Men",8,"white",0,27
"3338","65plus","MARRIED","Manual labour","Men",5,"white",0,26
"3339","65plus","MARRIED","Lower salariat","Women",6,"white",0,19
"3340","30to64","MARRIED","Upper salariat","Men",10,"white",1,26
"3341","30to64","SEPARATED OR DIVORCED","Manual labour","Women",4,"white",1,25
"3342","30to64","MARRIED","Upper salariat","Women",7,"white",0,25
"3343","30to64","MARRIED","Lower salariat","Women",8,"white",0,24
"3344","30to64","MARRIED","Lower salariat","Men",9,"white",1,25
"3345","Under30","SINGLE","Manual labour","Men",9,"white",0,22
"3346","Under30","SINGLE","Lower salariat","Women",4,"white",0,26
"3347","65plus","WIDOWED","Routine nonmanual","Men",8,"white",0,24
"3348","30to64","MARRIED","Lower salariat","Men",10,"white",0,22
"3349","65plus","WIDOWED","Upper salariat","Women",4,"white",0,22
"3350","65plus","SEPARATED OR DIVORCED","Routine nonmanual","Women",4,"white",0,30
"3351","30to64","MARRIED","Manual labour","Men",8,"white",0,23
"3352","65plus","SEPARATED OR DIVORCED","Lower salariat","Men",7,"white",0,29
"3353","65plus","SEPARATED OR DIVORCED","Self employed","Men",7,"white",0,23
"3354","30to64","MARRIED","Manual labour","Men",10,"white",0,28
"3355","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Men",6,"white",0,27
"3356","30to64","MARRIED","Upper salariat","Men",8,"white",0,27
"3357","65plus","MARRIED","Manual labour","Men",6,"white",0,18
"3358","65plus","WIDOWED","Lower salariat","Women",4,"white",0,29
"3359","Under30","MARRIED","Manual labour","Women",3,"white",0,13
"3360","30to64","MARRIED","Lower salariat","Women",8,"white",0,26
"3361","30to64","MARRIED","Manual labour","Women",6,"white",0,24
"3362","65plus","MARRIED","Manual labour","Men",5,"white",0,22
"3363","30to64","MARRIED","Routine nonmanual","Women",7,"white",0,25
"3364","65plus","SEPARATED OR DIVORCED","Lower salariat","Men",8,"white",0,29
"3365","30to64","MARRIED","Manual labour","Men",8,"white",0,25
"3366","30to64","MARRIED","Manual labour","Men",8,"white",1,26
"3367","30to64","MARRIED","Upper salariat","Men",8,"white",0,25
"3368","30to64","SEPARATED OR DIVORCED","Manual labour","Men",7,"white",0,26
